descripcion,edad_recomendada,etiquetas_ia,execution_time,fecha,fuente,id,indicador_violencia,is_processed,model_name,nivel_riesgo,rating,sentimiento,titulo,url
"Por otro lado, la Avenida Alemania se transformará en un boulevard de entretenimiento con el regreso…",todo público,"Temuco, Labranza, Deporte, Cultura, Entretenimiento, Fin de Semana",22.83,2025-04-17 23:36:26,El Periódico,96,no,True,GEMINI,bajo,4.2,positivo,"Deporte, cultura, diversión habrá este fin de semana en Temuco y Labranza",https://www.elperiodico.cl/category/temuco/page/5
"A días de conmemorarse el Día Nacional Contra la Violencia en el Pololeo, las profesionales del…",+13,"violencia en el pololeo, relaciones, adolescentes, prevención, conmemoración, señales de alerta",22.74,2025-04-17 23:36:26,El Periódico,97,sí,True,GEMINI,medio,4.2,negativo,Las señales a tener en cuenta para detectar la violencia en el pololeo,https://www.elperiodico.cl/category/temuco/page/5
La Galería Municipal de Arte invita a artistas y público en general a un encuentro único…,todo público,"arte, cultura, Temuco, pintura, evento, plaza pública",2.59,2025-04-17 23:36:26,El Periódico,98,no,True,GEMINI,bajo,4.2,positivo,Invitan a artistas y público en general a participar en “Pintura In Situ” en la Plaza Aníbal Pinto de Temuco,https://www.elperiodico.cl/category/temuco/page/5
"Los asistentes pudieron adquirir flores, plantas de interior y exterior, cactus, suculentas y productos especializados en…",todo público,"flores, plantas, Temuco, Expo Flores Verano 2025, jardinería",16.68,2025-04-17 23:36:26,El Periódico,99,no,True,GEMINI,bajo,3.5,neutro,Este fin de semana se realizó en Temuco la Expo Flores Verano 2025,https://www.elperiodico.cl/category/temuco/page/5
"Resultados fueron publicados en Revista Logos Ciencia & Tecnología de Colombia, donde participaron los docentes de…",todo público,"investigación, universidad Santo Tomás Temuco, tecnoestrés, salud mental, desempeño docente, Revista Logos Ciencia & Tecnología",43.86,2025-04-17 23:36:26,El Periódico,100,no,True,GEMINI,medio,3.5,neutro,Investigación de Universidad Santo Tomás Temuco revela cómo el tecnoestrés afecta salud mental y desempeño docente,https://www.elperiodico.cl/category/temuco/page/5
"El docente de la carrera de Ingeniería Civil Matemática le aplicó una llave de judo en el cuello. En 2022 hizo lo mismo, exigiéndole una disculpa a otro estudiante para liberarlo, a pesar de sus quejas de dolor.",+18,"profesor, violencia, estrangulamiento, universidad, disciplina",2.3,2025-04-17 23:36:26,Araucanía Diario,1,sí,True,OPENAI,alto,4.5,negativo,Suspenden a profesor acusado de estrangular a un alumno en la UFRO,https://araucaniadiario.cl/default/listar_contenido?p=1
Hijo de uno de los fundadores del afamado grupo musical adelanta detalles del show en el Restobar Lucky 7 de hoy jueves.,todo público,"música, cultura, concierto, Chile, banda sonora",1.95,2025-04-17 23:36:26,Araucanía Diario,2,no,True,OPENAI,bajo,4.3,positivo,Los Viking 5: “somos parte de la banda sonora del pueblo chileno”,https://araucaniadiario.cl/default/listar_contenido?p=1
La situación ya habría ocurrido en 2022 sin que las autoridades sancionaran al docente. Alumnos de la Facultad de Ingeniería y Ciencias llamaron a un paro hoy.,+18,"agresión, universidad, protesta, docente, violencia",1.64,2025-04-17 23:36:26,Araucanía Diario,3,sí,True,OPENAI,alto,4.3,negativo,"Acusan a profesor de la UFRO de hacer ""llave de estrangulación"" a un alumno",https://araucaniadiario.cl/default/listar_contenido?p=1
"Vecinos del sector denunciaron que en la intersección de las calles Reyes Católicos con Luis Picasso, llegando al Rodoviario en Temuco, descargan las aguas servidas que traen.",+13,"buses, vaciado de baños, vía pública, aguas servidas, denuncia, Temuco",1.97,2025-04-17 23:36:26,Araucanía Diario,4,no,True,OPENAI,medio,4.2,negativo,Buses interregionales son sorprendidos vaciando sus baños en plena vía pública,https://araucaniadiario.cl/default/listar_contenido?p=1
"Según declaró Patricio Marín, el exrelator y hoy juez de Temuco Roberto Herrera, habría alterado resoluciones judiciales con fechas falsas, para cubrir interceptaciones telefónicas realizadas sin autorización legal.",+18,"justicia, corrupción, interceptaciones telefónicas",1.8,2025-04-17 23:36:26,Araucanía Diario,5,no,True,OPENAI,alto,4.5,negativo,"Imputado en ""Operación Huracán"" denuncia que juez oral habría alterado pruebas",https://araucaniadiario.cl/default/listar_contenido?p=1
El parlamentario denunció la falta de oficinas de la nueva repartición y la nula experiencia de la seremi Verónica López-Videla para ejercer el cargo.,todo público,"política, crítica gubernamental, seguridad",1.51,2025-04-17 23:36:26,Araucanía Diario,6,no,True,OPENAI,medio,3.5,negativo,"Diputado Becker por seremi de Seguridad: ""estamos cansados de la improvisación de este Gobierno""",https://araucaniadiario.cl/default/listar_contenido?p=1
"El médico de profesión y exdiputado del PPD es uno de los principales candidatos en la región, luego de que su expartido no presentara sus papeles en la elección anterior.",todo público,"política, elecciones, candidatos",1.26,2025-04-17 23:36:26,Araucanía Diario,7,no,True,OPENAI,bajo,4.2,positivo,Ricardo Celis entre los líderes de encuesta senatorial en La Araucanía,https://araucaniadiario.cl/default/listar_contenido?p=1
"Ricardo Barría Dillems, ingeniero comercial, magister en comunicación. Editor de AraucaniaDiario, miembro de la Sociedad Interamericana de Prensa (SIP).",todo público,"Telecomunicaciones, Publicidad, Medios de comunicación",1.65,2025-04-17 23:36:26,Araucanía Diario,8,no,True,OPENAI,bajo,2.5,neutro,Movistar quiere publicidad gratis,https://araucaniadiario.cl/default/listar_contenido?p=1
También participó el precandidato a senador de derecha Miguel Mellado. La organización buscará solucionar los problemas particulares de esta provincia.,todo público,"política, colaboración, Malleco, alcaldes",8.21,2025-04-17 23:36:26,Araucanía Diario,9,no,True,OPENAI,bajo,3.5,positivo,Alcalde de Collipulli convoca a las 11 comunas de Malleco para formar asociación de alcaldes,https://araucaniadiario.cl/default/listar_contenido?p=1
"Empresas como CDJ Group, Servicios Médicos Alfa Limitada, Layner Spa y BRC Compañía Limitada, son acusadas de no otorgar vacaciones ni hacer imposiciones, entre otras faltas.",todo público,"atropellos laborales, Hospital Regional de Temuco, CDJ Group, Servicios Médicos Alfa Limitada, Layner Spa, BRC Compañía Limitada",1.55,2025-04-17 23:36:26,Araucanía Diario,10,no,True,OPENAI,alto,4.2,negativo,"Denuncian graves atropellos laborales hacia trabajadores ""licitados"" en el Hospital Regional de Temuco",https://araucaniadiario.cl/default/listar_contenido?p=1
"196 mil afiliados se han cambiado entre 2024 y 2025. No pago de licencias médicas válidamente emitidas y retención unilateral de pagos, figuran entre las denuncias.",todo público,"isapres, Fonasa, cambio de afiliados, denuncias",1.56,2025-04-17 23:36:26,Araucanía Diario,11,no,True,OPENAI,medio,4.2,negativo,Abusos de las isapres genera fuga masiva de cotizantes a Fonasa,https://araucaniadiario.cl/default/listar_contenido?p=1
"Hoy miércoles 16 de abril a las 18:00 horas, en el Museo Identidad Lautaro, se proyectará el documental que cuenta la verdad sobre los impactos de quemar basura.",todo público,"documental, medio ambiente, impacto ambiental, basura, energía",1.5,2025-04-17 23:36:26,Araucanía Diario,12,no,True,OPENAI,medio,3.5,neutral,Burning Injustice: el documental que revela los riesgos de plantas como WTE Araucanía,https://araucaniadiario.cl/default/listar_contenido?p=1
"El delegado presidencial de La Araucanía desestimó así las acusaciones de la Multigremial, que denunció ayer que existen más de 12 mil hectáreas controladas por grupos violentistas.",+13,"control estatal, denuncias, grupos violentistas, delegado presidencial, La Araucanía",1.67,2025-04-17 23:36:26,Araucanía Diario,13,moderado,True,OPENAI,medio,2.8,neutro,Abdala descarta que haya zonas en la región sin control del Estado,https://araucaniadiario.cl/default/listar_contenido?p=2
"Chile mantenía una tendencia a la baja en las tasas de incidencia, pero desde la pandemia de COVID-19 se ha observado un repunte tanto a nivel nacional como internacional.",todo público,"tuberculosis, salud, pandemia, Chile, COVID-19",1.85,2025-04-17 23:36:26,Araucanía Diario,14,no,True,OPENAI,medio,4.0,negativo,Hospital HHHA detectó 24 casos de tuberculosis en 2024,https://araucaniadiario.cl/default/listar_contenido?p=2
"También culparon al gobernador regional René Saffirio. Exigen una operación sostenida para retomar el control de las ""zonas fuera del Estado"".",+18,"política, seguridad, conflicto, gobierno",9.97,2025-04-17 23:36:26,Araucanía Diario,15,sí,True,OPENAI,alto,4.3,negativo,Multigremial acusa al delegado presidencial de permitir zonas bajo control de grupos armados,https://araucaniadiario.cl/default/listar_contenido?p=2
,+13,"denuncia, territorio, Estado, La Araucanía",1.48,2025-04-17 23:36:26,Araucanía Diario,16,moderado,True,OPENAI,medio,3.5,negativo,Multigremial denuncia que hay 12 mil hectáreas a las que el Estado no puede entrar en La Araucanía,https://araucaniadiario.cl/default/listar_contenido?p=2
"Carlos Fierro Huenuman, junto a los hermanos Isaac y Juan Queipul Quidel, Kevin Rubilar Quiñimil y Javier Melillán Cifuentes fueron condenados a distintas penas.",+18,"condena, crimen, robo, justicia",1.29,2025-04-17 23:36:26,Araucanía Diario,17,sí,True,OPENAI,alto,3.5,negativo,Condenan a último integrante de banda que asaltaba y robaba vehículos en Ercilla,https://araucaniadiario.cl/default/listar_contenido?p=2
"La RADA compartió experiencias y análisis sobre el impacto positivo de las políticas de basura cero en distintos países, donde han demostrado ser una estrategia efectiva para el desarrollo sostenible.",todo público,"basura cero, impacto positivo, desarrollo sostenible",1.25,2025-04-17 23:36:26,Araucanía Diario,18,no,True,OPENAI,bajo,4.5,positivo,Conozca los beneficios económicos y ambientales de Basura Cero,https://araucaniadiario.cl/default/listar_contenido?p=2
"Especialista de la UTalca aclaró que se trata de un permiso de residencia temporal vigente desde el 2020 y que, para obtenerlo, hay que cumplir con una serie de requisitos.",todo público,"permiso de residencia, reunificación familiar, migración",1.38,2025-04-17 23:36:26,Araucanía Diario,19,no,True,OPENAI,bajo,3.5,neutro,Qué es el permiso de Reunificación Familiar para migrantes,https://araucaniadiario.cl/default/listar_contenido?p=2
Cientos de parceleros y comuneros mapuche de Temuco y Padre Las Casas no pudieron quemar sus rastrojos debido a la suspensión de quemas de Conaf.,todo público,"agricultura, quemas, mapuche, Conaf, rastrojos",1.33,2025-04-17 23:36:26,Araucanía Diario,20,no,True,OPENAI,medio,3.5,neutro,Diputado Schubert adelanta que buscarán solución para agricultores que no alcanzaron a quemar,https://araucaniadiario.cl/default/listar_contenido?p=2
Se estima que de aquí a 10 años será la primera causa de muerte oncológica en nuestro país.,+13,"salud, cáncer colorrectal, mortalidad, La Araucanía, enfermedades oncológicas",1.45,2025-04-17 23:36:26,Araucanía Diario,21,no,True,OPENAI,alto,4.5,negativo,Más de 250 personas habrían muerto por cáncer colorrectal en La Araucanía en 2024,https://araucaniadiario.cl/default/listar_contenido?p=2
"Ubicado en la comuna de Loncoche, el humedal cuenta con aproximadamente 3,07 hectáreas, las cuales albergan mamíferos, anfibios, aves, peces y más de 70 especies de flora.",todo público,"Humedal, Conservación, Biodiversidad, Reconocimiento",1.81,2025-04-17 23:36:26,Araucanía Diario,22,no,True,OPENAI,bajo,4.5,positivo,Laguna de Huiscapi logra reconocimiento como Humedal Urbano,https://araucaniadiario.cl/default/listar_contenido?p=2
"En 1990 funcionaban más de 180 incineradoras de basura, hoy sólo quedan 63 operando y se siguen cerrando. Aquí el listado de plantas clausuradas.",todo público,"medio ambiente, incineradoras, cierre de plantas, Estados Unidos",1.53,2025-04-17 23:36:26,Araucanía Diario,23,no,True,OPENAI,bajo,3.2,neutral,Continúa el cierre de plantas para quemar basura WTE en Estados Unidos,https://araucaniadiario.cl/default/listar_contenido?p=2
El legislador resaltó la importancia de este proceso para la provisión de alimentos en la región y manifestó su compromiso en buscar una solución a esta situación.,todo público,"agricultura, reunión, quemas",1.33,2025-04-17 23:36:26,Araucanía Diario,24,no,True,OPENAI,bajo,3.0,neutro,Schubert convoca a reunión con agricultores y autoridades por suspensión de quemas agrícolas,https://araucaniadiario.cl/default/listar_contenido?p=2
Este 1 de abril la fundación de Alberto Hurtado inicia una activa campaña para sumar socios que contribuyan a fortalecer y aumentar los servicios de atención domiciliaria de personas mayores.,todo público,"campaña social, ayuda a mayores, fundación, pobreza",1.83,2025-04-17 23:36:26,Araucanía Diario,25,no,True,OPENAI,bajo,4.5,positivo,Hogar de Cristo necesita 10 mil nuevos socios para ayudar a las personas mayores en pobreza,https://araucaniadiario.cl/default/listar_contenido?p=3
Afecta al sistema nervioso central y periférico. Detectar sus síntomas a tiempo se ha transformado en un gran desafío para mejorar la calidad de vida entre quienes la padecen.,todo público,"Parkinson, neurodegenerativa, sistema nervioso, Chile, salud",1.68,2025-04-17 23:36:26,Araucanía Diario,26,no,True,OPENAI,alto,3.5,neutro,Parkinson: la enfermedad neurodegenerativa que afecta a más de 30 mil personas en Chile,https://araucaniadiario.cl/default/listar_contenido?p=3
"""Cuando se hace la paz, se hace la paz con los que están en guerra, ese es un principio elemental ... si uno conversa con los amigos, bueno, no conversa con nadie”, dijo.",+13,"paz, conflicto, Héctor Llaitul, comisión de paz, José Bengoa",1.72,2025-04-17 23:36:26,Araucanía Diario,27,moderado,True,OPENAI,medio,3.5,neutro,"Historiador José Bengoa: ""no se puede hacer una comisión de paz teniendo preso a Héctor Llaitul""",https://araucaniadiario.cl/default/listar_contenido?p=3
La máxima autoridad regional es la primera en el país en declarar que este sistema de tratamiento de residuos sólidos es lo que se quiere hacer para la región.,todo público,"medio ambiente, residuos sólidos, política regional, sostenibilidad",1.4,2025-04-17 23:36:26,Araucanía Diario,28,no,True,OPENAI,bajo,4.2,positivo,"René Saffirio es el primer gobernador regional en comprometerse con ""Basura Cero""",https://araucaniadiario.cl/default/listar_contenido?p=3
"El proceso se realizará este sábado 12 de abril a partir de las 10:00 horas e incluye cupos tanto para niñas y niños que deseen iniciar su formación musical, como para jóvenes con conocimientos previos en instrumentos de cuerda.",todo público,"cultura, música, educación, infantil, juvenil, audiciones",1.75,2025-04-17 23:36:26,Araucanía Diario,29,no,True,OPENAI,bajo,4.5,positivo,Teatro Municipal de Temuco abre audiciones para su Orquesta Infantil Juvenil y su Semillero,https://araucaniadiario.cl/default/listar_contenido?p=3
"$4.700.000 ganaría el gerente interino y $3.500.000 un operador político. Sin embargo, un ""error"" administrativo los dejó sin recursos para las remuneraciones de este año.",todo público,"salarios, trabajadores, corporación, error administrativo, recursos",1.81,2025-04-17 23:36:26,Araucanía Diario,30,no,True,OPENAI,medio,3.2,negativo,Más de 20 millones de pesos figuran ganando trabajadores de la Corporación de Desarrollo,https://araucaniadiario.cl/default/listar_contenido?p=3
El parlamentario de derecha es acusado por la fiscalía regional de haber ayudado a Rinett Ortiz a que se adjudicara el dinero que después defraudó.,+18,"arresto, corrupción, diputado, prisión, defraudación",1.76,2025-04-17 23:36:26,Araucanía Diario,31,no,True,OPENAI,alto,3.8,negativo,Corte revoca arresto domiciliario y diputado Ojeda deberá volver a prisión preventiva,https://araucaniadiario.cl/default/listar_contenido?p=3
El cantante nacional se presentará en el escenario del Restobar Lucky Seven en el marco de su nueva gira titulada “Para Empezar”.,todo público,"música, concierto, romántico, gira, Andrés de León",1.99,2025-04-17 23:36:26,Araucanía Diario,32,no,True,OPENAI,bajo,4.5,positivo,Andrés de León y su música romántica llegan hoy viernes a Dreams,https://araucaniadiario.cl/default/listar_contenido?p=3
"En otra de las aristas del caso ""Convenios"", se investiga la asignación fraudulenta de recursos a particulares relacionados a autoridades o políticos.",+18,"corrupción, investigación, gobierno, fraude",1.46,2025-04-17 23:36:26,Araucanía Diario,33,no,True,OPENAI,alto,4.2,negativo,Gobernador regional cambia cerradura en la Corporación de Desarrollo y entrega evidencias a la fiscalía,https://araucaniadiario.cl/default/listar_contenido?p=3
La petición incluye ampliar el horario de funcionamiento de este medio de transporte y la creación de un plan de emergencia para situaciones de riesgo.,todo público,"transporte, política, infraestructura",2.32,2025-04-17 23:36:26,Araucanía Diario,34,no,True,OPENAI,bajo,4.2,positivo,Senador Huenchumilla intercede por recorte horario en balsa de Moncul en Carahue,https://araucaniadiario.cl/default/listar_contenido?p=3
"Las palabras ""F. Fisco"", ""Cohecho"", ""Delito"", ""Encubridor"" y ""Folab"", entre otras, son las que se pueden leer en el elemento sacado ayer de la oficina por la PDI.",+18,"delitos, corrupción, investigación, caso legal",1.79,2025-04-17 23:36:26,Araucanía Diario,35,no,True,OPENAI,alto,4.3,negativo,"Pizarra incautada en la Corporación de Desarrollo habla de delitos del caso ""Convenios""",https://araucaniadiario.cl/default/listar_contenido?p=3
"Acusaron además de haber apuntado con armas de fuego a niños de 5, 9, 12 y 13 años, sin permitir que sus madres o un adulto estuviera con ellos.",+18,"allanamiento, violencia policial, derechos humanos, niños",1.52,2025-04-17 23:36:26,Araucanía Diario,36,sí,True,OPENAI,alto,4.5,negativo,Desde Quinquén denuncian violento allanamiento de la PDI,https://araucaniadiario.cl/default/listar_contenido?p=3
"El parlamentario se reunió con los alcaldes de Cholchol, Galvarino, Perquenco y Ercilla, emplazando al Gobierno y autoridades del GORE a gestionar recursos para vehículos municipales.",todo público,"política, recursos, comunas, gobierno, ayuda",1.9,2025-04-17 23:36:26,Araucanía Diario,37,no,True,OPENAI,bajo,3.0,neutro,Diputado Becker visita y pide ayuda para comunas con menos recursos de La Araucanía,https://araucaniadiario.cl/default/listar_contenido?p=4
"La encuesta también arrojó resultados de cara a las elecciones presidenciales, senatoriales y para diputados, quedando Evelyn Matthei en primer lugar.",todo público,"encuesta, política, diputados, Miguel Mellado, Evelyn Matthei, elecciones",1.51,2025-04-17 23:36:26,Araucanía Diario,38,no,True,OPENAI,bajo,3.5,positivo,Miguel Mellado es uno de los diputados mejores evaluados según encuesta Terrae,https://araucaniadiario.cl/default/listar_contenido?p=4
El Gobierno suspendió las quemas agrícolas en el periodo habilitado para quemar en el mes de marzo y desde el 1 de abril el PDA no permite hacerlo.,todo público,"agricultura, quemas agrícolas, regulación gubernamental, Temuco, Padre Las Casas",2.87,2025-04-17 23:36:26,Araucanía Diario,39,no,True,OPENAI,medio,4.2,negativo,Pequeños agricultores y parceleros de Temuco y Padre Las Casas no podrán sembrar este año,https://araucaniadiario.cl/default/listar_contenido?p=4
"Aparecen marcando también por primera vez Daniel Sandoval, Marcelo Carrasco y otros precandidatos al Parlamento, según la encuesta de Terrae Consultores.",todo público,"política, elecciones, encuestas",2.13,2025-04-17 23:36:26,Araucanía Diario,40,no,True,OPENAI,bajo,3.0,neutro,Exdelegado José Montalva lidera las preferencias para diputado en la capital regional,https://araucaniadiario.cl/default/listar_contenido?p=4
"Alexis Paillal se mantiene detenido mientras se realizan los peritajes al cuerpo de su hermano, ya que se evidenció la acción de terceras personas en su muerte.",+18,"crimen, incendio, homicidio, investigación",1.66,2025-04-17 23:36:26,Araucanía Diario,41,sí,True,OPENAI,alto,4.5,negativo,Hombre acusado de quemar casa de su excónyuge podría haber asesinado a su hermano también,https://araucaniadiario.cl/default/listar_contenido?p=4
"Los ediles fueron los mejor evaluados por los vecinos de Temuco, según la encuesta de Terrae Consultores. Les siguen Bruno Hauestein y Claudia Peñailillo.",todo público,"evaluación, municipal, encuesta, Temuco, alcalde, concejales",1.71,2025-04-17 23:36:26,Araucanía Diario,42,no,True,OPENAI,bajo,4.5,positivo,Alcalde Roberto Neira y concejales Micaela Becker y Mario Jorquera lideran evaluación municipal,https://araucaniadiario.cl/default/listar_contenido?p=4
La encuesta Terrae Consultores midió la intención de voto presidencial en la capital regional y evaluó preferencias en parlamentarios e imagen municipal.,todo público,"política, encuesta, elecciones, Harold Mayne-Nicholls, Evelyn Matthei",1.79,2025-04-17 23:36:26,Araucanía Diario,43,no,True,OPENAI,bajo,3.0,neutro,Harold Mayne-Nicholls pasa a Kaiser en Temuco y queda segundo luego de Evelyn Matthei,https://araucaniadiario.cl/default/listar_contenido?p=4
"Los pequeños agricultores y comunidades mapuche no han podido quemar sus rastrojos para luego sembrar, debido al atraso de las autorizaciones de Conaf y el inicio del PDA.",todo público,"agricultura, comunidades mapuche, autorizaciones, Conaf, PDA, quema de rastrojos",1.83,2025-04-17 23:36:26,Araucanía Diario,44,no,True,OPENAI,medio,3.5,negativo,Más de 4 mil parceleros de Temuco y Padre Las Casas podrían quedar sin sembrar,https://araucaniadiario.cl/default/listar_contenido?p=4
